Gene stable ID	Gene % GC content	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	NCBI gene ID	Transcript length (including UTRs and CDS)	Transcript support level (TSL)
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	535	tslNA
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	4664	tsl5
ENSG00000183605	47.78	10	119140767	119165667	SFXN4	119559	952	tsl2
ENSG00000183605	47.78	10	119140767	119165667	SFXN4	119559	555	tsl3
ENSG00000183605	47.78	10	119140767	119165667	SFXN4	119559	1363	tsl1
ENSG00000183605	47.78	10	119140767	119165667	SFXN4	119559	1029	tsl5
ENSG00000183605	47.78	10	119140767	119165667	SFXN4	119559	1133	tsl5
ENSG00000183605	47.78	10	119140767	119165667	SFXN4	119559	764	tsl5
ENSG00000183605	47.78	10	119140767	119165667	SFXN4	119559	739	tsl2
ENSG00000183605	47.78	10	119140767	119165667	SFXN4	119559	278	tsl5
ENSG00000229846	38.81	1	49048316	49187585	AC092264.1		713	tsl5
ENSG00000230114	39.09	1	49257411	49269285	AL590432.1	101929721	566	tsl2
ENSG00000215887	49.98	1	49841821	49846400	ZNF859P		1966	tslNA
ENSG00000162373	44.07	1	48727523	48776969	BEND5	79656	1716	tsl1
ENSG00000162373	44.07	1	48727523	48776969	BEND5	79656	425	tsl2
ENSG00000162373	44.07	1	48727523	48776969	BEND5	79656	1465	tsl1
ENSG00000162373	44.07	1	48727523	48776969	BEND5	79656	527	tsl5
ENSG00000162373	44.07	1	48727523	48776969	BEND5	79656	524	tsl3
ENSG00000162373	44.07	1	48727523	48776969	BEND5	79656	553	tsl4
ENSG00000168701	55.38	16	67227103	67229278	TMEM208	29100	915	tsl2
ENSG00000168701	55.38	16	67227103	67229278	TMEM208	29100	1525	tsl2
ENSG00000168701	55.38	16	67227103	67229278	TMEM208	29100	793	tsl1
ENSG00000168701	55.38	16	67227103	67229278	TMEM208	29100	796	tsl3
ENSG00000168701	55.38	16	67227103	67229278	TMEM208	29100	887	tsl2
ENSG00000168701	55.38	16	67227103	67229278	TMEM208	29100	698	tsl2
ENSG00000168701	55.38	16	67227103	67229278	TMEM208	29100	775	tsl2
ENSG00000168701	55.38	16	67227103	67229278	TMEM208	29100	832	tsl2
ENSG00000168701	55.38	16	67227103	67229278	TMEM208	29100	518	tsl5
ENSG00000168701	55.38	16	67227103	67229278	TMEM208	29100	457	tsl3
ENSG00000168701	55.38	16	67227103	67229278	TMEM208	29100	614	tsl2
ENSG00000168701	55.38	16	67227103	67229278	TMEM208	29100	514	tsl2
ENSG00000282408	37.04	6	106451496	106457248	AL109920.1	105377924	415	tsl2
ENSG00000130347	41.03	6	106571971	106629487	RTN4IP1	84816	1682	tsl1
ENSG00000130347	41.03	6	106571971	106629487	RTN4IP1	84816	433	tsl2
ENSG00000130347	41.03	6	106571971	106629487	RTN4IP1	84816	208	tsl3
ENSG00000130347	41.03	6	106571971	106629487	RTN4IP1	84816	814	tsl2
ENSG00000269590	56.41	19	12664828	12669397	AC010422.5		585	tsl4
ENSG00000178464	54.57	19	12643275	12643919	RPL10P16		645	tslNA
ENSG00000105583	57.12	19	12668071	12671356	WDR83OS	51398	2562	tsl1
ENSG00000105583	57.12	19	12668071	12671356	WDR83OS	51398	599	tsl2
ENSG00000105583	57.12	19	12668071	12671356	WDR83OS	51398	627	tsl2
ENSG00000105583	57.12	19	12668071	12671356	WDR83OS	51398	567	tsl4
ENSG00000112297	40.13	6	106360808	106571978	CRYBG1	202	9909	tsl5
ENSG00000112297	40.13	6	106360808	106571978	CRYBG1	202	1032	tsl5
ENSG00000112297	40.13	6	106360808	106571978	CRYBG1	202	723	tsl2
ENSG00000112297	40.13	6	106360808	106571978	CRYBG1	202	7553	tsl1
ENSG00000166847	42.94	16	23641392	23677455	DCTN5	84516	11011	tsl1
ENSG00000166847	42.94	16	23641392	23677455	DCTN5	84516	878	tsl3
ENSG00000166847	42.94	16	23641392	23677455	DCTN5	84516	571	tsl4
ENSG00000166847	42.94	16	23641392	23677455	DCTN5	84516	772	tsl2
ENSG00000166847	42.94	16	23641392	23677455	DCTN5	84516	547	tsl5
ENSG00000166847	42.94	16	23641392	23677455	DCTN5	84516	523	tsl2
ENSG00000166847	42.94	16	23641392	23677455	DCTN5	84516	744	tsl4
ENSG00000166847	42.94	16	23641392	23677455	DCTN5	84516	3405	tslNA
ENSG00000112773	36.03	6	81491439	81752774	FAM46A	55603	546	tsl3
ENSG00000112773	36.03	6	81491439	81752774	FAM46A	55603	5664	tsl1
ENSG00000112773	36.03	6	81491439	81752774	FAM46A	55603	5609	tsl1
ENSG00000112773	36.03	6	81491439	81752774	FAM46A	55603	5537	tsl1
ENSG00000112773	36.03	6	81491439	81752774	FAM46A	55603	356	tsl5
ENSG00000165912	59.66	11	47177525	47186443	PACSIN3	29763	1843	tsl1
ENSG00000165912	59.66	11	47177525	47186443	PACSIN3	29763	1845	tsl5
ENSG00000165912	59.66	11	47177525	47186443	PACSIN3	29763	443	tsl3
ENSG00000165912	59.66	11	47177525	47186443	PACSIN3	29763	1560	tsl2
ENSG00000165912	59.66	11	47177525	47186443	PACSIN3	29763	912	tsl3
ENSG00000165912	59.66	11	47177525	47186443	PACSIN3	29763	864	tsl3
ENSG00000165912	59.66	11	47177525	47186443	PACSIN3	29763	654	tsl5
ENSG00000165912	59.66	11	47177525	47186443	PACSIN3	29763	683	tsl2
ENSG00000165912	59.66	11	47177525	47186443	PACSIN3	29763	563	tsl3
ENSG00000165912	59.66	11	47177525	47186443	PACSIN3	29763	554	tsl3
ENSG00000165912	59.66	11	47177525	47186443	PACSIN3	29763	2009	tsl2
ENSG00000250409	44.40	5	133387773	133388549	AC010608.1		275	tsl4
ENSG00000250244	49.29	5	133256492	133275977	AC010307.4		264	tsl5
ENSG00000250244	49.29	5	133256492	133275977	AC010307.4		389	tsl3
ENSG00000280104	39.66	5	133457805	133458331	AC010608.3		527	tslNA
ENSG00000249478	51.57	5	133243764	133248781	AC010307.3		536	tsl4
ENSG00000249478	51.57	5	133243764	133248781	AC010307.3		3142	tsl2
ENSG00000226089	33.98	6	81527102	81534915	AL122017.1		784	tsl2
ENSG00000226089	33.98	6	81527102	81534915	AL122017.1		319	tsl5
ENSG00000248245	42.40	5	133160438	133224413	AC010307.2		466	tsl4
ENSG00000248245	42.40	5	133160438	133224413	AC010307.2		570	tsl4
ENSG00000277797	33.28	6	81551686	81554092	AL359693.1		2407	tslNA
ENSG00000258703	42.08	14	56759379	56765757	AL161757.3		807	tsl3
ENSG00000232031	37.16	6	81724722	81736353	AL078599.2		471	tsl3
ENSG00000053108	46.69	5	133196455	133612564	FSTL4	23105	5419	tsl5
ENSG00000053108	46.69	5	133196455	133612564	FSTL4	23105	2374	tsl2
ENSG00000053108	46.69	5	133196455	133612564	FSTL4	23105	571	tsl4
ENSG00000053108	46.69	5	133196455	133612564	FSTL4	23105	817	tsl3
ENSG00000053108	46.69	5	133196455	133612564	FSTL4	23105	488	tsl3
ENSG00000053108	46.69	5	133196455	133612564	FSTL4	23105	716	tsl3
ENSG00000053108	46.69	5	133196455	133612564	FSTL4	23105	2660	tsl5
ENSG00000240043	38.91	16	70444674	70444912	RPS27P26		239	tslNA
ENSG00000232023	36.87	2	228483261	228611395	LINC01807		676	tsl3
ENSG00000228226	47.70	2	228683537	228684580	AC012070.1		427	tsl3
ENSG00000178966	38.66	9	83980711	84004074	RMI1	80010	1553	tsl1
ENSG00000178966	38.66	9	83980711	84004074	RMI1	80010	3420	tsl2
ENSG00000237322	41.68	2	228753324	228753786	RPL7L1P10		463	tslNA
ENSG00000186493	58.86	5	2752131	2755397	C5orf38	153571	387	tsl1
ENSG00000186493	58.86	5	2752131	2755397	C5orf38	153571	890	tsl1
ENSG00000186493	58.86	5	2752131	2755397	C5orf38	153571	436	tsl1
ENSG00000186493	58.86	5	2752131	2755397	C5orf38	153571	451	tsl1
ENSG00000186493	58.86	5	2752131	2755397	C5orf38	153571	509	tsl1
ENSG00000186493	58.86	5	2752131	2755397	C5orf38	153571	1441	tsl3
ENSG00000186493	58.86	5	2752131	2755397	C5orf38	153571	681	tsl5
ENSG00000234575	41.13	9	87844152	87847314	CTSLP8		967	tslNA
ENSG00000260482	44.49	16	23670011	23675499	AC008870.1		3009	tsl2
ENSG00000260482	44.49	16	23670011	23675499	AC008870.1		372	tsl3
ENSG00000145626	40.66	5	35951010	36001028	UGT3A1	133688	5122	tsl1
ENSG00000145626	40.66	5	35951010	36001028	UGT3A1	133688	5002	tsl2
ENSG00000145626	40.66	5	35951010	36001028	UGT3A1	133688	1902	tsl2
ENSG00000145626	40.66	5	35951010	36001028	UGT3A1	133688	1650	tsl2
ENSG00000145626	40.66	5	35951010	36001028	UGT3A1	133688	556	tsl3
ENSG00000145626	40.66	5	35951010	36001028	UGT3A1	133688	3097	tsl1
ENSG00000145626	40.66	5	35951010	36001028	UGT3A1	133688	1114	tsl5
ENSG00000165588	46.59	14	56799905	56810479	OTX2	5015	3001	tsl1
ENSG00000165588	46.59	14	56799905	56810479	OTX2	5015	1082	tsl1
ENSG00000165588	46.59	14	56799905	56810479	OTX2	5015	1279	tsl1
ENSG00000165588	46.59	14	56799905	56810479	OTX2	5015	835	tsl1
ENSG00000165588	46.59	14	56799905	56810479	OTX2	5015	908	tsl1
ENSG00000165588	46.59	14	56799905	56810479	OTX2	5015	715	tsl5
ENSG00000165588	46.59	14	56799905	56810479	OTX2	5015	797	tsl4
ENSG00000272202	66.09	3	57078943	57080101	AC097358.2		1159	tslNA
ENSG00000249541	41.04	5	2787451	2788549	AC116359.1		1099	tslNA
ENSG00000251243	36.14	5	133720495	133720934	AC005178.1		440	tslNA
ENSG00000163947	43.62	3	56727418	57079329	ARHGEF3	50650	3602	tsl1
ENSG00000163947	43.62	3	56727418	57079329	ARHGEF3	50650	3639	tsl1
ENSG00000163947	43.62	3	56727418	57079329	ARHGEF3	50650	3992	tsl1
ENSG00000163947	43.62	3	56727418	57079329	ARHGEF3	50650	2693	tsl1
ENSG00000163947	43.62	3	56727418	57079329	ARHGEF3	50650	1994	tsl2
ENSG00000163947	43.62	3	56727418	57079329	ARHGEF3	50650	2197	tsl2
ENSG00000163947	43.62	3	56727418	57079329	ARHGEF3	50650	2024	tsl1
ENSG00000163947	43.62	3	56727418	57079329	ARHGEF3	50650	667	tsl3
ENSG00000163947	43.62	3	56727418	57079329	ARHGEF3	50650	669	tsl3
ENSG00000163947	43.62	3	56727418	57079329	ARHGEF3	50650	567	tsl4
ENSG00000163947	43.62	3	56727418	57079329	ARHGEF3	50650	787	tsl5
ENSG00000163947	43.62	3	56727418	57079329	ARHGEF3	50650	757	tsl3
ENSG00000163947	43.62	3	56727418	57079329	ARHGEF3	50650	587	tsl3
ENSG00000163947	43.62	3	56727418	57079329	ARHGEF3	50650	514	tsl4
ENSG00000163947	43.62	3	56727418	57079329	ARHGEF3	50650	428	tsl3
ENSG00000279197	36.38	5	133574829	133575298	AC010608.2		470	tslNA
ENSG00000240611	42.58	5	133172218	133173053	AC010307.1		836	tslNA
ENSG00000268707	47.53	9	129170434	129170940	AL158151.4		507	tslNA
ENSG00000188483	64.99	9	129175552	129178262	IER5L	389792	2711	tslNA
ENSG00000204055	53.77	9	129176771	129210548	AL158151.1		2047	tsl2
ENSG00000204055	53.77	9	129176771	129210548	AL158151.1		559	tsl1
ENSG00000268050	64.95	9	129175807	129177575	AL158151.3		696	tsl5
ENSG00000080839	43.07	20	36996349	37095995	RBL1	5933	5684	tsl1
ENSG00000080839	43.07	20	36996349	37095995	RBL1	5933	3225	tsl1
ENSG00000080839	43.07	20	36996349	37095995	RBL1	5933	763	tsl3
ENSG00000080839	43.07	20	36996349	37095995	RBL1	5933	599	tsl5
ENSG00000100592	39.75	14	59188646	59371405	DAAM1	23002	2844	tsl1
ENSG00000100592	39.75	14	59188646	59371405	DAAM1	23002	4227	tsl1
ENSG00000100592	39.75	14	59188646	59371405	DAAM1	23002	582	tsl3
ENSG00000100592	39.75	14	59188646	59371405	DAAM1	23002	5806	tsl1
ENSG00000100592	39.75	14	59188646	59371405	DAAM1	23002	562	tsl4
ENSG00000100592	39.75	14	59188646	59371405	DAAM1	23002	328	tsl5
ENSG00000100592	39.75	14	59188646	59371405	DAAM1	23002	695	tsl5
ENSG00000100592	39.75	14	59188646	59371405	DAAM1	23002	1864	tsl2
ENSG00000100592	39.75	14	59188646	59371405	DAAM1	23002	1430	tsl2
ENSG00000100592	39.75	14	59188646	59371405	DAAM1	23002	450	tsl3
ENSG00000100592	39.75	14	59188646	59371405	DAAM1	23002	562	tsl3
ENSG00000100592	39.75	14	59188646	59371405	DAAM1	23002	474	tsl2
ENSG00000100592	39.75	14	59188646	59371405	DAAM1	23002	2797	tsl2
ENSG00000196189	51.59	1	156147366	156177752	SEMA4A	64218	1057	tsl5
ENSG00000196189	51.59	1	156147366	156177752	SEMA4A	64218	531	tsl4
ENSG00000196189	51.59	1	156147366	156177752	SEMA4A	64218	975	tsl5
ENSG00000196189	51.59	1	156147366	156177752	SEMA4A	64218	3137	tsl1
ENSG00000196189	51.59	1	156147366	156177752	SEMA4A	64218	658	tsl3
ENSG00000196189	51.59	1	156147366	156177752	SEMA4A	64218	3300	tsl1
ENSG00000196189	51.59	1	156147366	156177752	SEMA4A	64218	2981	tsl2
ENSG00000196189	51.59	1	156147366	156177752	SEMA4A	64218	897	tsl5
ENSG00000196189	51.59	1	156147366	156177752	SEMA4A	64218	3249	tsl1
ENSG00000196189	51.59	1	156147366	156177752	SEMA4A	64218	2405	tsl2
ENSG00000196189	51.59	1	156147366	156177752	SEMA4A	64218	1478	tsl5
ENSG00000196189	51.59	1	156147366	156177752	SEMA4A	64218	465	tsl3
ENSG00000196189	51.59	1	156147366	156177752	SEMA4A	64218	608	tsl3
ENSG00000196189	51.59	1	156147366	156177752	SEMA4A	64218	993	tsl3
ENSG00000196189	51.59	1	156147366	156177752	SEMA4A	64218	576	tsl3
ENSG00000196189	51.59	1	156147366	156177752	SEMA4A	64218	3135	tsl5
ENSG00000270166	50.36	9	84078584	84078857	AL390838.2		274	tslNA
ENSG00000227463	39.63	9	84063443	84094577	AL390838.1	101927575	2007	tsl1
ENSG00000018625	50.38	1	160115759	160143591	ATP1A2	477	3114	tsl2
ENSG00000018625	50.38	1	160115759	160143591	ATP1A2	477	481	tsl3
ENSG00000018625	50.38	1	160115759	160143591	ATP1A2	477	5421	tsl1
ENSG00000018625	50.38	1	160115759	160143591	ATP1A2	477	3338	tsl5
ENSG00000018625	50.38	1	160115759	160143591	ATP1A2	477	641	tsl2
ENSG00000018625	50.38	1	160115759	160143591	ATP1A2	477	4413	tsl2
ENSG00000018625	50.38	1	160115759	160143591	ATP1A2	477	444	tsl2
ENSG00000018625	50.38	1	160115759	160143591	ATP1A2	477	634	tsl5
ENSG00000274630	44.87	17	41867581	41867736	AC125257.2		156	tslNA
ENSG00000226686	44.46	19	37251912	37265535	LINC01535	101927667	553	tsl4
ENSG00000226686	44.46	19	37251912	37265535	LINC01535	101927667	815	tsl3
ENSG00000226686	44.46	19	37251912	37265535	LINC01535	101927667	1699	tsl1
ENSG00000226686	44.46	19	37251912	37265535	LINC01535	101927667	390	tsl3
ENSG00000226686	44.46	19	37251912	37265535	LINC01535	101927667	257	tsl3
ENSG00000226686	44.46	19	37251912	37265535	LINC01535	101927667	623	tsl2
ENSG00000131473	49.89	17	41866908	41930542	ACLY	47	4339	tsl1
ENSG00000131473	49.89	17	41866908	41930542	ACLY	47	4309	tsl1
ENSG00000131473	49.89	17	41866908	41930542	ACLY	47	2974	tsl2
ENSG00000131473	49.89	17	41866908	41930542	ACLY	47	3682	tsl2
ENSG00000131473	49.89	17	41866908	41930542	ACLY	47	783	tsl3
ENSG00000131473	49.89	17	41866908	41930542	ACLY	47	583	tsl4
ENSG00000131473	49.89	17	41866908	41930542	ACLY	47	471	tsl3
ENSG00000131473	49.89	17	41866908	41930542	ACLY	47	586	tsl4
ENSG00000131473	49.89	17	41866908	41930542	ACLY	47	540	tsl4
ENSG00000131473	49.89	17	41866908	41930542	ACLY	47	4318	tsl5
ENSG00000203709	47.66	1	207801518	207879096	C1orf132		15145	tsl5
ENSG00000203709	47.66	1	207801518	207879096	C1orf132		1170	tsl5
ENSG00000203709	47.66	1	207801518	207879096	C1orf132		3197	tsl2
ENSG00000203709	47.66	1	207801518	207879096	C1orf132		563	tsl3
ENSG00000197506	42.60	9	84275457	84340683	SLC28A3	64078	4887	tsl1
ENSG00000197506	42.60	9	84275457	84340683	SLC28A3	64078	514	tsl3
ENSG00000231241	35.95	20	37021743	37021984	RPS3AP3		242	tslNA
ENSG00000226144	41.85	20	37049254	37049707	RPS27AP3		454	tslNA
ENSG00000269846	55.52	20	37095785	37097178	AL136172.1		1394	tslNA
ENSG00000225472	43.25	9	14317085	14357908	AL136366.1		964	tsl2
ENSG00000225472	43.25	9	14317085	14357908	AL136366.1		793	tsl2
ENSG00000183734	69.57	11	2268495	2270952	ASCL2	430	1852	tsl1
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	8198	tsl1
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	2381	tsl1
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	2869	tsl2
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	3318	tsl5
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	3129	tsl5
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	2067	tsl5
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	2010	tsl5
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	2311	tsl5
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	2009	tsl5
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	2166	tsl5
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	1471	tsl5
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	1953	tsl5
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	2142	tsl2
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	708	tsl3
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	840	tsl5
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	545	tsl4
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	878	tsl5
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	1274	tsl1
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	591	tsl2
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	1783	tsl5
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	7622	tsl1
ENSG00000147862	38.29	9	14081843	14398983	NFIB	4781	1274	tsl5
ENSG00000235397	49.75	17	19296596	19306261	EPN2-AS1	100874018	1190	tsl1
ENSG00000280106	33.21	19	34949038	34951205	AC008555.8		2168	tslNA
ENSG00000233262	42.91	9	84278219	84290131	AL356134.1		373	tsl3
ENSG00000268234	53.53	9	42384805	42386136	FKBP4P6		1332	tslNA
ENSG00000217824	42.60	6	148567378	148567654	SNRPEP6		277	tslNA
ENSG00000267605	57.56	19	37265939	37271518	AC016590.1		420	tsl2
ENSG00000267605	57.56	19	37265939	37271518	AC016590.1		525	tsl1
ENSG00000267605	57.56	19	37265939	37271518	AC016590.1		547	tsl2
ENSG00000267605	57.56	19	37265939	37271518	AC016590.1		813	tsl5
ENSG00000267605	57.56	19	37265939	37271518	AC016590.1		2303	tslNA
ENSG00000180884	51.29	19	34956354	34964049	ZNF792	126375	3888	tsl2
ENSG00000180884	51.29	19	34956354	34964049	ZNF792	126375	2567	tsl1
ENSG00000231368	51.74	6	148647707	148648597	RPSAP40		891	tslNA
ENSG00000228053	43.10	9	110024881	110025358	AL158823.1		478	tslNA
ENSG00000277213	38.25	9	42408526	42409006	SDR42E1P2		481	tslNA
ENSG00000232939	42.52	9	109760360	109772043	AL158829.1		478	tsl3
ENSG00000153363	39.05	1	211382803	211435333	LINC00467		3508	tsl1
ENSG00000153363	39.05	1	211382803	211435333	LINC00467		1006	tsl3
ENSG00000153363	39.05	1	211382803	211435333	LINC00467		478	tsl3
ENSG00000153363	39.05	1	211382803	211435333	LINC00467		469	tsl2
ENSG00000243444	41.47	9	109640788	109946703	PALM2	114299	4492	tsl1
ENSG00000243444	41.47	9	109640788	109946703	PALM2	114299	1418	tsl2
ENSG00000243444	41.47	9	109640788	109946703	PALM2	114299	1332	tsl1
ENSG00000243444	41.47	9	109640788	109946703	PALM2	114299	583	tsl4
ENSG00000243444	41.47	9	109640788	109946703	PALM2	114299	547	tsl4
ENSG00000248137	40.30	5	2831021	2835139	AC094105.1		560	tsl4
ENSG00000219702	48.81	6	81764211	81764503	AL078599.1		293	tslNA
ENSG00000198892	58.40	1	201888680	201892306	SHISA4	149345	914	tsl2
ENSG00000198892	58.40	1	201888680	201892306	SHISA4	149345	1341	tsl1
ENSG00000198892	58.40	1	201888680	201892306	SHISA4	149345	723	tsl3
ENSG00000248736	45.14	5	2965006	2967628	AC112192.1		553	tsl4
ENSG00000248550	39.51	14	56813183	57152177	OTX2-AS1		2428	tsl1
ENSG00000248550	39.51	14	56813183	57152177	OTX2-AS1		389	tsl1
ENSG00000248550	39.51	14	56813183	57152177	OTX2-AS1		587	tsl3
ENSG00000248550	39.51	14	56813183	57152177	OTX2-AS1		541	tsl3
ENSG00000224995	36.81	6	81813286	81814157	LINC01526	101928770	520	tsl1
ENSG00000249808	43.38	5	3177835	3181232	LINC01377	102467074	649	tsl2
ENSG00000243388	52.27	14	56978409	56979621	RPL3P3		1213	tslNA
ENSG00000226453	38.26	6	81845185	81933480	LINC02542		822	tsl5
ENSG00000258758	40.86	14	57040885	57042504	AL137100.1		1620	tslNA
ENSG00000236809	45.71	1	211417025	211417934	SNX25P1		834	tslNA
ENSG00000259136	40.32	14	57044646	57044960	AL137100.2		315	tslNA
ENSG00000260574	43.68	6	81969453	81969539	AL360157.1		87	tslNA
ENSG00000233884	45.80	9	87848113	87853442	AL772337.2		981	tsl3
ENSG00000258592	39.67	14	57066260	57112660	AL391152.1		1111	tsl2
ENSG00000258592	39.67	14	57066260	57112660	AL391152.1		624	tsl3
ENSG00000249830	44.86	5	3452816	3461660	LINC02162	105374624	574	tsl4
ENSG00000064201	63.03	11	2301997	2318200	TSPAN32	10077	734	tsl5
ENSG00000064201	63.03	11	2301997	2318200	TSPAN32	10077	3325	tsl2
ENSG00000064201	63.03	11	2301997	2318200	TSPAN32	10077	1318	tsl1
ENSG00000064201	63.03	11	2301997	2318200	TSPAN32	10077	1262	tsl1
ENSG00000064201	63.03	11	2301997	2318200	TSPAN32	10077	1573	tsl5
ENSG00000064201	63.03	11	2301997	2318200	TSPAN32	10077	725	tsl2
ENSG00000064201	63.03	11	2301997	2318200	TSPAN32	10077	741	tsl2
ENSG00000064201	63.03	11	2301997	2318200	TSPAN32	10077	988	tsl5
ENSG00000064201	63.03	11	2301997	2318200	TSPAN32	10077	886	tsl1
ENSG00000064201	63.03	11	2301997	2318200	TSPAN32	10077	999	tsl5
ENSG00000064201	63.03	11	2301997	2318200	TSPAN32	10077	641	tsl3
ENSG00000064201	63.03	11	2301997	2318200	TSPAN32	10077	1202	tsl2
ENSG00000064201	63.03	11	2301997	2318200	TSPAN32	10077	1236	tsl2
ENSG00000064201	63.03	11	2301997	2318200	TSPAN32	10077	798	tsl1
ENSG00000064201	63.03	11	2301997	2318200	TSPAN32	10077	582	tsl5
ENSG00000064201	63.03	11	2301997	2318200	TSPAN32	10077	411	tsl3
ENSG00000064201	63.03	11	2301997	2318200	TSPAN32	10077	1301	tsl5
ENSG00000234861	45.42	9	42410830	42412150	ATP5A1P1		1321	tslNA
ENSG00000250716	39.58	5	3496229	3504004	LINC01017		768	tsl3
ENSG00000258776	40.18	14	56817570	56893710	AL161757.4		621	tsl3
ENSG00000258776	40.18	14	56817570	56893710	AL161757.4		737	tsl3
ENSG00000258776	40.18	14	56817570	56893710	AL161757.4		690	tsl3
ENSG00000258776	40.18	14	56817570	56893710	AL161757.4		834	tsl3
ENSG00000248118	42.15	5	3417152	3536094	LINC01019	285577	3199	tsl1
ENSG00000214888	60.13	9	87857015	87859399	AL772337.1		2014	tsl5
ENSG00000227353	45.81	9	42492663	42493570	RAB28P3		597	tslNA
ENSG00000234460	37.88	9	87864166	87866290	AL772337.3		452	tsl3
ENSG00000227924	42.21	9	42497704	42499134	RBPJP6		1431	tslNA
ENSG00000162344	54.80	11	69698232	69704642	FGF19	9965	2447	tsl1
ENSG00000259603	56.36	5	3596211	3600188	AC016595.1		383	tsl3
ENSG00000241978	43.07	9	110048598	110172512	AKAP2	11217	4400	tsl1
ENSG00000241978	43.07	9	110048598	110172512	AKAP2	11217	6866	tsl1
ENSG00000241978	43.07	9	110048598	110172512	AKAP2	11217	572	tsl4
ENSG00000241978	43.07	9	110048598	110172512	AKAP2	11217	2520	tsl1
ENSG00000241978	43.07	9	110048598	110172512	AKAP2	11217	3101	tsl2
ENSG00000241978	43.07	9	110048598	110172512	AKAP2	11217	575	tsl2
ENSG00000241978	43.07	9	110048598	110172512	AKAP2	11217	860	tsl2
ENSG00000241978	43.07	9	110048598	110172512	AKAP2	11217	363	tsl2
ENSG00000170549	58.22	5	3596054	3601403	IRX1	79192	1858	tsl1
ENSG00000177992	59.37	9	87882826	87888899	SPATA31E1	286234	4478	tsl1
ENSG00000163431	48.52	1	201896452	201946588	LMOD1	25802	3970	tsl1
ENSG00000163431	48.52	1	201896452	201946588	LMOD1	25802	3058	tsl5
ENSG00000186318	49.51	11	117285207	117316259	BACE1	23621	6326	tsl1
ENSG00000186318	49.51	11	117285207	117316259	BACE1	23621	5155	tsl1
ENSG00000186318	49.51	11	117285207	117316259	BACE1	23621	4083	tsl5
ENSG00000186318	49.51	11	117285207	117316259	BACE1	23621	1236	tsl2
ENSG00000186318	49.51	11	117285207	117316259	BACE1	23621	1333	tsl1
ENSG00000186318	49.51	11	117285207	117316259	BACE1	23621	1465	tsl1
ENSG00000186318	49.51	11	117285207	117316259	BACE1	23621	1408	tsl1
ENSG00000186318	49.51	11	117285207	117316259	BACE1	23621	593	tsl3
ENSG00000186318	49.51	11	117285207	117316259	BACE1	23621	984	tsl2
ENSG00000186318	49.51	11	117285207	117316259	BACE1	23621	561	tsl5
ENSG00000186318	49.51	11	117285207	117316259	BACE1	23621	611	tsl3
ENSG00000186318	49.51	11	117285207	117316259	BACE1	23621	517	tsl2
ENSG00000248962	45.33	5	4012708	4013649	AC025773.1		559	tsl4
